,chronological,restaurant,username,review,rating,daysago,linktoreview,rest_id
35,35,McDonald's Vilanova i la Geltrú,IVANOVIX,El ambiente esta bien los empleados son amables,5,30,https://www.google.com/maps/contrib/111515684960954115785/reviews?hl=en,1
36,36,McDonald's Vilanova i la Geltrú,Angela Buena,"Bueno, que decir cuando vas con una nina de cinco anos que a ella lo que le interesa es jugar alli...",4,30,https://www.google.com/maps/contrib/117609112358108464735/reviews?hl=en,1
37,37,McDonald's Vilanova i la Geltrú,Diego PiVi,No Review,5,30,https://www.google.com/maps/contrib/109346697169911522756/reviews?hl=en,1
38,38,McDonald's Vilanova i la Geltrú,Jesi Villanueva,No Review,4,30,https://www.google.com/maps/contrib/113424978834037823148/reviews?hl=en,1
39,39,McDonald's Vilanova i la Geltrú,Dori Rueda Delgado,"The potatoes were frozen.
The same hamburger.",1,30,https://www.google.com/maps/contrib/116377827317365099728/reviews?hl=en,1
40,40,McDonald's Vilanova i la Geltrú,Eduard Mier,Disaster.,1,30,https://www.google.com/maps/contrib/106026025723090389311/reviews?hl=en,1
41,41,McDonald's Vilanova i la Geltrú,maria teresa latorre sola,"Buen servicio, al ser mayores nos cuesta pedir con la pantalla de pedidos y una Srta. Muy amable nos lo hizo tambien nos lo llevaron a la mesa y la comida estaba muy buena. Muy recomendable. Muchas gracias por ser tan amables con la gente mayor.",4,30,https://www.google.com/maps/contrib/100167308709247147845/reviews?hl=en,1
42,42,McDonald's Vilanova i la Geltrú,Daniela Gallego,No Review,4,30,https://www.google.com/maps/contrib/103130936677807458374/reviews?hl=en,1
43,43,McDonald's Vilanova i la Geltrú,Lorena,No Review,4,30,https://www.google.com/maps/contrib/115167526754330997059/reviews?hl=en,1
44,44,McDonald's Vilanova i la Geltrú,Dani Guiot,"Mal servicio,  todo muy sucio",1,30,https://www.google.com/maps/contrib/101447358522877316962/reviews?hl=en,1
45,45,McDonald's Vilanova i la Geltrú,ismael catedra,No Review,4,30,https://www.google.com/maps/contrib/109891989032559224904/reviews?hl=en,1
46,46,McDonald's Vilanova i la Geltrú,Patricia RRom,"Que lastima! El servicio esta completamente descuidado!!! Para un helado... estuve esperando 30minutos. Hoy he ido por el mcauto y me han echo aparcar y me esperan otros tantos minutos de espera. Lo de comida rapida aqui se esfumo, en cualquier otro restaurante de la zona te sirven mucho mas rapido. Si tienes prisa, no vayas a este MCDonals!",1,30,https://www.google.com/maps/contrib/109627875820155277210/reviews?hl=en,1
47,47,McDonald's Vilanova i la Geltrú,Sonia Garciaharo,"Ayer dia 23/9/23 pedido a las 20:18 pedido 115, hamburguesas con olor a tabaco , asqueroso mi hija de 5 anos lo detecto antes de comerselas y yo tambien, fuy para alli se lo comente a la del mccauto y sale una tal jessica negandome eso, despues de hacer 20 minutos cola ya era el colmo  cuando toda la comida apestaba a tabaco en el cambio de turno tubo k ser, no hice una revlamacion pero era para llamar a sanidad, me repitieron el pedido entero, pero ya no voy a volver mas soy de vilanova y jamas volvere. No ir comida mala",1,30,https://www.google.com/maps/contrib/110756803028117092868/reviews?hl=en,1
48,48,McDonald's Vilanova i la Geltrú,Vicent Alemany,"No es de lo mejor para comer, pero a mis nietos les encanta. Ademas, va bien en alguna ocasion para salir del paso.",3,30,https://www.google.com/maps/contrib/111334271818435104028/reviews?hl=en,1
49,49,McDonald's Vilanova i la Geltrú,Jesus Abel Martinez Garcia,"Pedido para llevar y sorpresa!!!no esta mi doble cuarto de libra,cuando el personal esta preparando pedidos para llevar, no se puede distraer con otras demandas,gracias!",3,30,https://www.google.com/maps/contrib/113149059305397860612/reviews?hl=en,1
50,50,McDonald's Vilanova i la Geltrú,Jose Miguel Torres,"Cada vez q voy la comida es peor, no especificamente a este establecimiento. El servicio es lo unico bueno, y no siempre debido a las rotaciones de personal.",2,60,https://www.google.com/maps/contrib/117152370368528737215/reviews?hl=en,1
51,51,McDonald's Vilanova i la Geltrú,Felipe Llano,No Review,4,60,https://www.google.com/maps/contrib/103577387414552068515/reviews?hl=en,1
52,52,McDonald's Vilanova i la Geltrú,the progamer,"Muy lentos, no tienen los productos que publicitan en este caso nuguets picantes, personal agobiado",1,60,https://www.google.com/maps/contrib/105183034672838868059/reviews?hl=en,1
53,53,McDonald's Vilanova i la Geltrú,Maika Mitjans Naval,No Review,5,60,https://www.google.com/maps/contrib/117822383678515631027/reviews?hl=en,1
54,54,McDonald's Vilanova i la Geltrú,Ali Ahmad,Son Ladrones con experiencia,1,60,https://www.google.com/maps/contrib/115454499714578145441/reviews?hl=en,1
55,55,McDonald's Vilanova i la Geltrú,Hakima Charaf,No Review,4,60,https://www.google.com/maps/contrib/108101461017719668376/reviews?hl=en,1
56,56,McDonald's Vilanova i la Geltrú,Valentin Nicoara,No Review,2,60,https://www.google.com/maps/contrib/113788644130076790422/reviews?hl=en,1
57,57,McDonald's Vilanova i la Geltrú,Ana M Martinez,No Review,5,60,https://www.google.com/maps/contrib/111463351193991834642/reviews?hl=en,1
58,58,McDonald's Vilanova i la Geltrú,Juan Esteban Cuellar Camacho,Se demoran con el pedido,3,60,https://www.google.com/maps/contrib/105644428661541845945/reviews?hl=en,1
59,59,McDonald's Vilanova i la Geltrú,Leboyli A,"A ver. Si es que mas tonto no puedo ser. No he escrito una resena en mi vida y de verdad que el McDonald's de Vilanova i la Geltru es la peor experiencia posible. Mira que pido y pido y pido glovos con el McDonald's y SIEMPRE SIN FALTA falla alguna cosa. SIEMPRE. SIN EXCEPCIONES. Piensatelo no 2, sino 3 veces antes de pedir McDonald's por glovo porque son una panda de buitres agarraos porque sino no me explico que falte algo SIEMPRE que pido. Si no es una salsa es una carne, si no es unas patatas es la bebida y seguimos para bingo. Estoy tan hasta las pelotas. Pero tanto. Bueno, pues eso. Si podeis, id a comer al burger king o a cualquier otro (hay un sitio de smash super bueno en la plaza de la peixe) pero a McDonald's ni os molesteis, os ahorro el dolor de cabeza",1,60,https://www.google.com/maps/contrib/104728330179493189575/reviews?hl=en,1
60,60,McDonald's Vilanova i la Geltrú,Toufik Boubekeur,Average toilet hygiene,3,60,https://www.google.com/maps/contrib/117475684238212154585/reviews?hl=en,1
61,61,McDonald's Vilanova i la Geltrú,David Boix,"Fui el domingo por la manana despues de un torneo de 24 horas, sin dormir, cansado, siguiendo las senales de mac auto 24 horas y me comi un mojon. Llegue alli y tenian una cadena puesta con una senal de prohibido. Lo peor es que en el maps, seguia indicando 24h... Espero que arregleis ese estropicio",1,60,https://www.google.com/maps/contrib/107373885950102217085/reviews?hl=en,1
62,62,McDonald's Vilanova i la Geltrú,Ana Casanova Suarez,"Es el Macdonals con el servicio mas lento que he visitado. Siendo un restaurante de comida rapida, llama bastante la atencion y mas cuando el local estaba casi vacio y apenas habia  coches en el Mac auto.",3,60,https://www.google.com/maps/contrib/105414241119821431411/reviews?hl=en,1
63,63,McDonald's Vilanova i la Geltrú,Saadet Bahar,No Review,5,60,https://www.google.com/maps/contrib/113390351746510839304/reviews?hl=en,1
64,64,McDonald's Vilanova i la Geltrú,Viviana leandro albasini,No Review,4,60,https://www.google.com/maps/contrib/106654276424011465204/reviews?hl=en,1
65,65,McDonald's Vilanova i la Geltrú,YURI FERREIRA PASCUAL,Mc Auto muy lento y dentro siempre hay mucha cola y descontrol.,2,60,https://www.google.com/maps/contrib/117505742659209555519/reviews?hl=en,1
66,66,McDonald's Vilanova i la Geltrú,Rafael Rodriguez Colorado,"La refrigeracion muy mal, para servirte el pedido, nunca habian tardado tanto.
No volvere",2,60,https://www.google.com/maps/contrib/117757711859619954837/reviews?hl=en,1
67,67,McDonald's Vilanova i la Geltrú,Sofia,No Review,4,60,https://www.google.com/maps/contrib/103705246706245651547/reviews?hl=en,1
68,68,McDonald's Vilanova i la Geltrú,Mariana Munteanu,No Review,5,60,https://www.google.com/maps/contrib/103778775639398303750/reviews?hl=en,1
69,69,McDonald's Vilanova i la Geltrú,El Cabrax,No Review,1,60,https://www.google.com/maps/contrib/102439881740910697842/reviews?hl=en,1
70,70,McDonald's Vilanova i la Geltrú,Posei Don,"Sin servicio a las mesas, sin productos basicos como la Coca-Cola, personal sin formacion, muchisima calor en el local, la bebidas salen de cocina medio vacias, un desastre la verdad",1,60,https://www.google.com/maps/contrib/109977371462473203937/reviews?hl=en,1
71,71,McDonald's Vilanova i la Geltrú,Julia Benavente Montealegre,No Review,3,60,https://www.google.com/maps/contrib/115226303757077060983/reviews?hl=en,1
72,72,McDonald's Vilanova i la Geltrú,David Vidal,No Review,5,60,https://www.google.com/maps/contrib/104246159267225375597/reviews?hl=en,1
73,73,McDonald's Vilanova i la Geltrú,Amir Paris,"A great Mac Donald a Home. fast service Personal smiling and professional
I highly recommend",5,60,https://www.google.com/maps/contrib/112129775942898471459/reviews?hl=en,1
74,74,McDonald's Vilanova i la Geltrú,Daniel Camara Castillo,No Review,5,60,https://www.google.com/maps/contrib/111257536293013302842/reviews?hl=en,1
75,75,McDonald's Vilanova i la Geltrú,Alexander,It's fast food but nothing is good about it. The apple juice was good.,1,60,https://www.google.com/maps/contrib/102503749875357456495/reviews?hl=en,1
76,76,McDonald's Vilanova i la Geltrú,"Ernest ""7s3Nr3"" Perez Fernandez",No Review,4,60,https://www.google.com/maps/contrib/113121499642946870345/reviews?hl=en,1
77,77,McDonald's Vilanova i la Geltrú,Erica Ertle,"Las ultimas veces que he venido, la comida fria, las patatas y bebidas a medio llenar, por no hablar de que McDonals ha bajado mucho la calidad, sobre todo con los juguetes de happy meal, ya nunca son juguetes, siempre tonterias de carton que ni entretienen o cromos horribles...",1,60,https://www.google.com/maps/contrib/118214103266073402103/reviews?hl=en,1
78,78,McDonald's Vilanova i la Geltrú,Nakor,"Pido un McFlurry, cuando me lo van a dar le pregunto si le pueden poner chocolate blanco a lo que me responden que tengo que pagar un extra, digo ok y no lo pago
Cuando me estoy yendo y respondiendo mi pregunta de ""Puedes ponerle chocolate blanco"" responden con un ""Por poder puedo pero no quiero"" por lo bajito, servicio asqueroso.",1,60,https://www.google.com/maps/contrib/110010966020640952252/reviews?hl=en,1
79,79,McDonald's Vilanova i la Geltrú,vero tarot,No Review,5,90,https://www.google.com/maps/contrib/101438563055781732132/reviews?hl=en,1
80,80,McDonald's Vilanova i la Geltrú,Masam raza,No Review,4,90,https://www.google.com/maps/contrib/115452641147135247039/reviews?hl=en,1
81,81,McDonald's Vilanova i la Geltrú,Jaime Biel,Siempre que he estado se han equivocado en el pedido,2,90,https://www.google.com/maps/contrib/117472415649590414328/reviews?hl=en,1
82,82,McDonald's Vilanova i la Geltrú,Dr.Ariel Pena,Muy mala limpieza he higiene,1,90,https://www.google.com/maps/contrib/107157388722266916264/reviews?hl=en,1
83,83,McDonald's Vilanova i la Geltrú,Monty,No Review,4,90,https://www.google.com/maps/contrib/103765779063816906010/reviews?hl=en,1
84,84,McDonald's Vilanova i la Geltrú,Amel Ziane,"The McDo with the longest service in the world! There are 3 customers in the restaurant but almost 20 minutes to be served I do not understand .. apart from that McDonald's taste nothing to say. However, don't be in a hurry.",2,90,https://www.google.com/maps/contrib/107964379251325763653/reviews?hl=en,1
85,85,McDonald's Vilanova i la Geltrú,Eva Lopez,No Review,5,90,https://www.google.com/maps/contrib/111799202188003311910/reviews?hl=en,1
86,86,McDonald's Vilanova i la Geltrú,EVA Ma Perez,Se han vuelto muy lentos y las hamburguesas cada vez son mas pequenas.,2,90,https://www.google.com/maps/contrib/114443720301726557428/reviews?hl=en,1
87,87,McDonald's Vilanova i la Geltrú,Eva Delgado,No Review,4,90,https://www.google.com/maps/contrib/117174693448173191767/reviews?hl=en,1
88,88,McDonald's Vilanova i la Geltrú,Ente,McDonald's,3,90,https://www.google.com/maps/contrib/107944941110988227828/reviews?hl=en,1
89,89,McDonald's Vilanova i la Geltrú,Ma.Helena Villalobos La Rosa,"Como todos ellos, limpio, serviciales y ricos helados,",4,90,https://www.google.com/maps/contrib/117718987780107804704/reviews?hl=en,1
90,90,McDonald's Vilanova i la Geltrú,Adrian Arcentales,Todo correcto,5,90,https://www.google.com/maps/contrib/115595420276687413754/reviews?hl=en,1
91,91,McDonald's Vilanova i la Geltrú,Albert Perez,"Servicio lento, comida ni muy buena. Bastante calor. Para no volver.",1,90,https://www.google.com/maps/contrib/100641610416886311903/reviews?hl=en,1
92,92,McDonald's Vilanova i la Geltrú,Jose Manuel Medina Fuertes,"No funciona el aire  acondicionado un calor insoportable no te traian los helados a la mesa por el calor que hacia se derretiran.
Tenias que ir a buscarlos tu y hacer cola aunque los hubieses pedido por la maquina que te los trajeran a la mesa.
Despues de quejarme me los han traido a la mesa a mi pero a mi amiga no.
Para salir del parking bloqueado porque estaba lleno el servicio de Mcauto lo que hace imposible salir del parking sin tener que hacer cola.
Todo un descontrol.
Por lo demas comida y servicio como todos los Macdonals",1,90,https://www.google.com/maps/contrib/107931522625061932472/reviews?hl=en,1
93,93,McDonald's Vilanova i la Geltrú,The Mesee 18,Compre comida para llevar y al llegar a casa se habian dejado una ensalada que cuesta casi 4EUR,1,90,https://www.google.com/maps/contrib/105779165668228523731/reviews?hl=en,1
94,94,McDonald's Vilanova i la Geltrú,"Jose ""Catalunyistani"" Martinez","Restaurante muy dejado en mobiliario en general, poco personal, hoy en la zona de mesas solo una persona limpiando y barriendo para el restaurante lleno, por lo cual el chico no paraba y todo estaba realmente sucio, ustedes sabran las personas que cabemos estando lleno, aire acondicionado en una parte del restaurante no funciona y ademas la bebida casi a temperatura ambiente.
Mientras tenga memoria no volvere alli.
No se puede tratar asi al cliente.
Por cierto he intentado ponerlo por escrito en la direccion que ponia en la factura y no me ha dejado poner mala critica.
Me ponia que demostrara yo no soy un robot y no me da opcion de demostrar que soy persona de carne y hueso .Se queda colgado...",1,90,https://www.google.com/maps/contrib/110850166145400966409/reviews?hl=en,1
95,95,McDonald's Vilanova i la Geltrú,Vero,No Review,3,90,https://www.google.com/maps/contrib/101562876048386240931/reviews?hl=en,1
96,96,McDonald's Vilanova i la Geltrú,Ansel,No Review,5,90,https://www.google.com/maps/contrib/117177626710897496173/reviews?hl=en,1
97,97,McDonald's Vilanova i la Geltrú,Futboleros Con pasion,"No se ponen guantes al hacer la amburgesas,y luego tocan todo con las manos i vuelven hacer amburgesas",1,90,https://www.google.com/maps/contrib/103377042314744459451/reviews?hl=en,1
98,98,McDonald's Vilanova i la Geltrú,Oleg Boba,No Review,5,90,https://www.google.com/maps/contrib/106292142260840147076/reviews?hl=en,1
99,99,McDonald's Vilanova i la Geltrú,Arnau Perez,"Tardan mucho en traerte la comida, a parte no vale mucho la pena ya que las patatas y las hamburguesas practicamente no tienen sabor, bastante mal precio para la calidad que tiene, en verano casi imposible estar mucho rato, ya que el aire acondicionado no funciona bien.",3,90,https://www.google.com/maps/contrib/110008217352904478992/reviews?hl=en,1
100,100,McDonald's Vilanova i la Geltrú,Francesc Bernal,"Lentos en servir, presentacion de la comida preparada lamentable, en las ultimas 4 visitas siempre se han dejado algun producto de servir, precios caros.",1,90,https://www.google.com/maps/contrib/112722583147473862320/reviews?hl=en,1
101,101,McDonald's Vilanova i la Geltrú,Alba Gallegez,"ha sido una experiencia increible, hemos conocido a angelito Uno De los camareros que limpiaba las minas del local nos ha parecido un ser muy amable, el cual nos ha tratado increiblemente y que creemos que merece su reconocimiento grande, Angel angelito!
",4,90,https://www.google.com/maps/contrib/105093286949314693498/reviews?hl=en,1
102,102,McDonald's Vilanova i la Geltrú,D MG,"He ido a buscar un pedido para llevar, despues de esperar 30 minutos, reclamo porque no salia el pedido y resulta que lo habian traspapelado, total despues de 15 minutos mas sale. Pregunto; esta todo, responde; si, si seguro.
Cuando llego a casa faltaba una hamburguesa de un menu.
Es habitual que siempre se dejan algo en los pedidos para llevar...
Nunca mas!!",1,90,https://www.google.com/maps/contrib/112394860906359428966/reviews?hl=en,1
103,103,McDonald's Vilanova i la Geltrú,daniel vicente,No Review,1,90,https://www.google.com/maps/contrib/102340181460469186391/reviews?hl=en,1
104,104,McDonald's Vilanova i la Geltrú,Robert Marin Porras,No Review,1,90,https://www.google.com/maps/contrib/108432464776877992651/reviews?hl=en,1
105,105,McDonald's Vilanova i la Geltrú,anais ruiz,"Hemos llegado a las 9 eran las 11 y seguiamos sin nuestro pedido, el pedido nos ha llegado mal , faltaba un menu que sigo esperando y para colmo me han dicho que no les quedaban helados y que no sabian donde estaba el menu. Nos hemos ido sin apenas cenar con una nina, la cena malisima y el personal horrible, el encargado desaparecido, horrible la organizacion y todo en general.
No vuelvo mas",1,90,https://www.google.com/maps/contrib/112134274135841581806/reviews?hl=en,1
106,106,McDonald's Vilanova i la Geltrú,Fermin Sanchez Pallarol,No Review,4,90,https://www.google.com/maps/contrib/111079221631321895911/reviews?hl=en,1
107,107,McDonald's Vilanova i la Geltrú,Jorge Paredes,No Review,4,90,https://www.google.com/maps/contrib/102564827268656670034/reviews?hl=en,1
108,108,McDonald's Vilanova i la Geltrú,ALBA MOLINA,"Hoy, tres de la tarde han tardado en servirnos 40 minutos. (Comida rapida, dodne ha quedado esto?) Cada vez va a peor",3,90,https://www.google.com/maps/contrib/117747859413248818585/reviews?hl=en,1
109,109,McDonald's Vilanova i la Geltrú,Z HGalleta,"Es un horno, las mesas sucias, servicio lento",3,90,https://www.google.com/maps/contrib/108447545193914117289/reviews?hl=en,1
110,110,McDonald's Vilanova i la Geltrú,Alejandra Barbado,"Cuando hay jaleo, siempre se olvidan algo del pedido en el mcauto, recomiendo revisarlo.",3,90,https://www.google.com/maps/contrib/109768268859584273178/reviews?hl=en,1
111,111,McDonald's Vilanova i la Geltrú,Ivan Ortiz,No Review,5,90,https://www.google.com/maps/contrib/116913869273335001447/reviews?hl=en,1
112,112,McDonald's Vilanova i la Geltrú,Albert Marti Cots,,5,90,https://www.google.com/maps/contrib/106882561693714167068/reviews?hl=en,1
113,113,McDonald's Vilanova i la Geltrú,Eva Gonzalez,No Review,5,90,https://www.google.com/maps/contrib/101788599366540112509/reviews?hl=en,1
114,114,McDonald's Vilanova i la Geltrú,Nuria Valverde,No Review,5,90,https://www.google.com/maps/contrib/100023925159817499659/reviews?hl=en,1
115,115,McDonald's Vilanova i la Geltrú,Johanna Perez,No Review,4,90,https://www.google.com/maps/contrib/114080435857311113210/reviews?hl=en,1
116,116,McDonald's Vilanova i la Geltrú,Jesus Ortiz gomez,Es lugar encantador,4,90,https://www.google.com/maps/contrib/105972026012018985062/reviews?hl=en,1
117,117,McDonald's Vilanova i la Geltrú,Alessio Rocchi,No Review,3,90,https://www.google.com/maps/contrib/115137083604144754324/reviews?hl=en,1
118,118,McDonald's Vilanova i la Geltrú,Sandra Martinez,No Review,3,90,https://www.google.com/maps/contrib/110484425543679327776/reviews?hl=en,1
119,119,McDonald's Vilanova i la Geltrú,Patryk,No Review,4,90,https://www.google.com/maps/contrib/115126933832364853162/reviews?hl=en,1
120,120,McDonald's Vilanova i la Geltrú,Laia Masdeu,Media hora de reloj esperando en el McAuto para que cuando nos van a tomar nota nos digan que minimo tardara 45 minutos mas. ?Esto se supone que es comida rapida? Lamentable.,1,90,https://www.google.com/maps/contrib/112017901819828872513/reviews?hl=en,1
121,121,McDonald's Vilanova i la Geltrú,Oisin,"Es Mcdonalds, es bueno",5,90,https://www.google.com/maps/contrib/101535989522511880362/reviews?hl=en,1
122,122,McDonald's Vilanova i la Geltrú,Daniel Vazquez Varela,No Review,1,90,https://www.google.com/maps/contrib/100064695512249663964/reviews?hl=en,1
