,restaurant,username,review,rating,daysago,linktoreview
28,McDonald's Vilafranca del Penedés,Francisco Manuel Barona Belmonte,"Sucio,los trabajadores sin ganas de trabajar, lleno de moscas,las mesas pegajosas, antipaticos...etc",1,30,https://www.google.com/maps/contrib/116213066151745596137/reviews?hl=en
29,McDonald's Vilafranca del Penedés,maria hurtado gonzalez,No Review,4,30,https://www.google.com/maps/contrib/113699520576040978897/reviews?hl=en
30,McDonald's Vilafranca del Penedés,Ruben Ruiz Sala,No Review,4,30,https://www.google.com/maps/contrib/117419194204459455912/reviews?hl=en
31,McDonald's Vilafranca del Penedés,Manel Castro Gil,No Review,3,30,https://www.google.com/maps/contrib/105962822706465437951/reviews?hl=en
32,McDonald's Vilafranca del Penedés,John Multiservis,Siempre buenisimo todo,5,30,https://www.google.com/maps/contrib/110504744923414331899/reviews?hl=en
33,McDonald's Vilafranca del Penedés,Sarita Youp,No Review,5,30,https://www.google.com/maps/contrib/105628929188865385210/reviews?hl=en
34,McDonald's Vilafranca del Penedés,Vanesa Acedo Guinea,No Review,5,30,https://www.google.com/maps/contrib/115617167474097417555/reviews?hl=en
35,McDonald's Vilafranca del Penedés,Caroline Bell,No Review,5,30,https://www.google.com/maps/contrib/100540968018301548922/reviews?hl=en
36,McDonald's Vilafranca del Penedés,stephane depouilly,No Review,4,30,https://www.google.com/maps/contrib/110978262860849330277/reviews?hl=en
37,McDonald's Vilafranca del Penedés,Linda Past,"Very fast, friendly staff, and the restaurant is super clean, it's a pleasure!! THANKS",5,30,https://www.google.com/maps/contrib/118015557708734493051/reviews?hl=en
38,McDonald's Vilafranca del Penedés,myriam marjanet serrano,"Pocas veces pido comida para llevar a casa pero es que siempre se equivocan. Hoy han faltado las patatas, postre y la hamburguesa. Dos bolsas me han traido con la bebida y unos nuggets.
Obviamente, quieres llamar y ni Dios coge el telefono.
De verdad, que el encargad/a se lo haga mirar por que no es normal tanto descontrol.",2,30,https://www.google.com/maps/contrib/116443854551148285852/reviews?hl=en
39,McDonald's Vilafranca del Penedés,Victor PEREZ,No Review,4,30,https://www.google.com/maps/contrib/111201612664681726695/reviews?hl=en
40,McDonald's Vilafranca del Penedés,Nazar Yarotskyi,No Review,4,30,https://www.google.com/maps/contrib/109060609151825362181/reviews?hl=en
41,McDonald's Vilafranca del Penedés,MarciSonia,Menu4you a precio de cupones. A fecha 30 09  2023,4,30,https://www.google.com/maps/contrib/109470456389284023109/reviews?hl=en
42,McDonald's Vilafranca del Penedés,Isabel Masip,No Review,4,30,https://www.google.com/maps/contrib/112125455481568845335/reviews?hl=en
43,McDonald's Vilafranca del Penedés,felix mata avenza,2 veces seguidas las patatas pagadas por que cobrar las cobran .cuando llego a casa .las patatas ni estan ni se las espera .,1,30,https://www.google.com/maps/contrib/101474941123046460978/reviews?hl=en
44,McDonald's Vilafranca del Penedés,Joan Puig,No Review,4,30,https://www.google.com/maps/contrib/108404302149861785756/reviews?hl=en
45,McDonald's Vilafranca del Penedés,Israel Gutierrez furones,No Review,4,30,https://www.google.com/maps/contrib/112197790864213259416/reviews?hl=en
46,McDonald's Vilafranca del Penedés,Alis Quinn,No Review,4,30,https://www.google.com/maps/contrib/116198579691027869444/reviews?hl=en
47,McDonald's Vilafranca del Penedés,Jerome Schilling,Recommend for French people perfect like McDonald's better than in France ,5,60,https://www.google.com/maps/contrib/116190260017395508319/reviews?hl=en
48,McDonald's Vilafranca del Penedés,Annabel Castilla valenzuela,No Review,1,60,https://www.google.com/maps/contrib/101713408532775628590/reviews?hl=en
49,McDonald's Vilafranca del Penedés,Agus Tragus,"McDonald's al uso, a medio camino entre Barcelona y Port aventura, perfecto para hacer una parada de descanso",4,60,https://www.google.com/maps/contrib/106046195802002091881/reviews?hl=en
50,McDonald's Vilafranca del Penedés,Marta Diago Marco,No Review,5,60,https://www.google.com/maps/contrib/113744427606165418526/reviews?hl=en
51,McDonald's Vilafranca del Penedés,xindi cheng,he pedido dos salsa hoy y no me dado ni una y puedo llamar,1,60,https://www.google.com/maps/contrib/113170379868849131508/reviews?hl=en
52,McDonald's Vilafranca del Penedés,Milwoky _,"muy rapidos, bien organizados, da gusto verlos trabajar y todo",5,60,https://www.google.com/maps/contrib/115881452522185175822/reviews?hl=en
53,McDonald's Vilafranca del Penedés,Deborah Inverno,No Review,2,60,https://www.google.com/maps/contrib/106398398098743891682/reviews?hl=en
54,McDonald's Vilafranca del Penedés,PEP NOLLA,No Review,3,60,https://www.google.com/maps/contrib/100548549444739669447/reviews?hl=en
55,McDonald's Vilafranca del Penedés,Peter Tarau,No Review,5,60,https://www.google.com/maps/contrib/117518026283497671952/reviews?hl=en
56,McDonald's Vilafranca del Penedés,Benjamin Fernandez Segura,No Review,3,60,https://www.google.com/maps/contrib/104736949447908265014/reviews?hl=en
57,McDonald's Vilafranca del Penedés,Ana Maria Alvarez,"La comida estaba muy bien, el lugar limpio y el personal muy agradable.",5,60,https://www.google.com/maps/contrib/103214517312682090144/reviews?hl=en
58,McDonald's Vilafranca del Penedés,Anna Gonzalez,"Ultimamente muy malas experiencias con McDonald.
Esta vez pedimos el happy meal para los peques con nuggets y estaban en mal estado por dentro la carne negra.
Ibamos de camino a barcelona asi que no valia la pena regresar.
Ademas de esto 10 minutos para entregar el pedido cuando no habia nadie. La misma chica que nos atendio nos sirvio el pedido ya que las otras dos personas que habian alli estaban secando bandejas ",1,60,https://www.google.com/maps/contrib/113097738522127285124/reviews?hl=en
59,McDonald's Vilafranca del Penedés,Jesus Llorens Vercher,Excessive influx of people. It is difficult to maintain a clean premises and provide good service during peak hours.,3,60,https://www.google.com/maps/contrib/109608942005549942795/reviews?hl=en
60,McDonald's Vilafranca del Penedés,Sara V,No Review,4,60,https://www.google.com/maps/contrib/103063922191430507955/reviews?hl=en
61,McDonald's Vilafranca del Penedés,Olga Khom,No Review,5,60,https://www.google.com/maps/contrib/101928416017882957845/reviews?hl=en
62,McDonald's Vilafranca del Penedés,Aina Reinaldo,"Siempre comemos super bien, Eliseo es fantastico aparte de su amabilidad a la hora de atendernos gracias a el recupere mi movil.
Muchas gracias.",5,60,https://www.google.com/maps/contrib/110266190184755779372/reviews?hl=en
63,McDonald's Vilafranca del Penedés,JOSE LUIS CUELLO,Por lo que pagas tampoco se puede pedir mucho mas,3,60,https://www.google.com/maps/contrib/104398438247107216852/reviews?hl=en
64,McDonald's Vilafranca del Penedés,consuelo leon,No Review,4,60,https://www.google.com/maps/contrib/114487706091200161108/reviews?hl=en
65,McDonald's Vilafranca del Penedés,Viktor Sevi,No Review,5,60,https://www.google.com/maps/contrib/117412747276457089028/reviews?hl=en
66,McDonald's Vilafranca del Penedés,Monse Perez,He estado en varios MacDonalds como en Vilanova....Sitges y como el servicio de Vilafranca no hay color normalmente hemos sido atendidos por Eliseo y el trato es de un atencion ejemplar ..llevo vente anos viniendo al MacDonalds del poligono de Vilafranca y e visto de todo pero en especial Eliseo es atento muy respetuoso tanto con los companeros como con los clientes porque se percibe una armonia a todo le encuentra una solucion y es que de verdad nunca e tenido nada malo que objetar ....solo en dar las gracias por la paciencia que tiene en muchas ocasiones porque algunos clientes superan la exigencia y mala educacion y es de agradecer que salvo a estas cosas el siempre tiene una buena cara para los clientes y una amabilidad y educacion que para ser un restaurante de comida rapida da gusto que te reciban asi.,5,60,https://www.google.com/maps/contrib/112965166978192105352/reviews?hl=en
67,McDonald's Vilafranca del Penedés,Asensio Navarro,No Review,3,60,https://www.google.com/maps/contrib/111183676694489244856/reviews?hl=en
68,McDonald's Vilafranca del Penedés,Xavi Coca Martinez,Mc Donald's como cualquiera,5,60,https://www.google.com/maps/contrib/117443855235375880949/reviews?hl=en
69,McDonald's Vilafranca del Penedés,__Yalise,No Review,5,60,https://www.google.com/maps/contrib/101797896949951325392/reviews?hl=en
70,McDonald's Vilafranca del Penedés,Paula Ruiz,"Este en especial es muy pequeno, no esta insonorizado y se llena de gente que para a mitad de viaje.
Los WC son tan pequenos que es casi imposible salir de la cabina sin restregarse por toda la taza y las paredes y da asco pq estan sucios.
No funciona la cadena.
Carisimo para lo malo que es",2,60,https://www.google.com/maps/contrib/104309641691935032522/reviews?hl=en
71,McDonald's Vilafranca del Penedés,Elisenda Morente,Siempre atentos. Lastima cuando se llena de adolescentes que saturan los pedidos y se forma mucho jaleo. Los trabajadores educados y amables.,4,60,https://www.google.com/maps/contrib/105280037855330639505/reviews?hl=en
72,McDonald's Vilafranca del Penedés,Joan Atienza,"Nothing you don't know about these places, damn it. It could be cleaner, but if the customers don't cooperate, I guess the staff does what they can.",3,60,https://www.google.com/maps/contrib/113460319947591384105/reviews?hl=en
73,McDonald's Vilafranca del Penedés,Sofiane Mokhtari,No Review,4,60,https://www.google.com/maps/contrib/103134845891833436384/reviews?hl=en
74,McDonald's Vilafranca del Penedés,Lourdes Jimenez,No Review,5,60,https://www.google.com/maps/contrib/103076114945987214235/reviews?hl=en
75,McDonald's Vilafranca del Penedés,ernesto luis saenz guallar,No Review,5,60,https://www.google.com/maps/contrib/108328259059969995104/reviews?hl=en
76,McDonald's Vilafranca del Penedés,Alberto Santos,No Review,4,60,https://www.google.com/maps/contrib/109927662883977326000/reviews?hl=en
77,McDonald's Vilafranca del Penedés,Pau Aliagas,"Only for times, price and survival",2,60,https://www.google.com/maps/contrib/106294210545363966039/reviews?hl=en
78,McDonald's Vilafranca del Penedés,Ramon,No Review,3,60,https://www.google.com/maps/contrib/112966624310847392806/reviews?hl=en
79,McDonald's Vilafranca del Penedés,Alberto Campoy,No Review,4,60,https://www.google.com/maps/contrib/107450865474250220192/reviews?hl=en
80,McDonald's Vilafranca del Penedés,Juan Miret,No Review,3,60,https://www.google.com/maps/contrib/117707719482880870915/reviews?hl=en
81,McDonald's Vilafranca del Penedés,Claudia Flores Sastre,No Review,2,60,https://www.google.com/maps/contrib/103542826766374555065/reviews?hl=en
82,McDonald's Vilafranca del Penedés,LUIS games,"Ha sido para llevar pedido en el mostrador y muy bien y super rapida ,nada que ver con el burger",5,60,https://www.google.com/maps/contrib/102607650257279904200/reviews?hl=en
83,McDonald's Vilafranca del Penedés,Oriol Martinez Romeu,No Review,4,60,https://www.google.com/maps/contrib/105744130226064141253/reviews?hl=en
84,McDonald's Vilafranca del Penedés,Pepe Dominguez,No Review,5,60,https://www.google.com/maps/contrib/113604721069560560480/reviews?hl=en
85,McDonald's Vilafranca del Penedés,Juanma Chacon,"Mucho mejor que el burger King,de varios metros mas atras
Al menos te sirven rapido lo que pides",5,60,https://www.google.com/maps/contrib/100025250612231783372/reviews?hl=en
86,McDonald's Vilafranca del Penedés,Consuelo Fuentes,No Review,5,60,https://www.google.com/maps/contrib/105822725904192616013/reviews?hl=en
87,McDonald's Vilafranca del Penedés,Luca S.,Good but the drinks are still the best in Germany. Ordered a water and got a Sprite.,3,60,https://www.google.com/maps/contrib/114412596356808074919/reviews?hl=en
88,McDonald's Vilafranca del Penedés,Mari Medina,Los trabajadores muy amables,5,60,https://www.google.com/maps/contrib/108914318262662374457/reviews?hl=en
89,McDonald's Vilafranca del Penedés,Gloria Baldo,"Well, very useful if you want to make a quick stop on the highway and the kids are craving fast food.",4,60,https://www.google.com/maps/contrib/107304441359577404972/reviews?hl=en
90,McDonald's Vilafranca del Penedés,Javier,"Se supone que el Mcauto es un servicio. Pues, bien, en este establecimiento concreto, a las horas puntas, un dia si otro tambien, esta cerrado porque estan juntando cartones y residuos. Lo peor que tardan horas en hacerlo. Un horror.",1,90,https://www.google.com/maps/contrib/113880709292646484993/reviews?hl=en
91,McDonald's Vilafranca del Penedés,David Cortes Ferrer,"Fueron muy rapidos en la atencion, hay bastante sitio para aparcar",5,90,https://www.google.com/maps/contrib/103737744326573500624/reviews?hl=en
92,McDonald's Vilafranca del Penedés,M Q.M,Surprise (in a good way) by the products offered and very different from French McDonald's,5,90,https://www.google.com/maps/contrib/110363073432726819246/reviews?hl=en
93,McDonald's Vilafranca del Penedés,Angel Torres Torres,No Review,5,90,https://www.google.com/maps/contrib/117423051515354551571/reviews?hl=en
94,McDonald's Vilafranca del Penedés,simone palumbo,No Review,5,90,https://www.google.com/maps/contrib/109809065972204627349/reviews?hl=en
95,McDonald's Vilafranca del Penedés,Marisa Gimeno Fernandez,Deberia estar mas limpio.,4,90,https://www.google.com/maps/contrib/101269518707875489613/reviews?hl=en
96,McDonald's Vilafranca del Penedés,Carla Marti,No Review,4,90,https://www.google.com/maps/contrib/105583861712002344307/reviews?hl=en
97,McDonald's Vilafranca del Penedés,Jonatan Garcia,No Review,3,90,https://www.google.com/maps/contrib/111408706387518951338/reviews?hl=en
98,McDonald's Vilafranca del Penedés,Jose De La Vega,No Review,4,90,https://www.google.com/maps/contrib/118094015023698395602/reviews?hl=en
99,McDonald's Vilafranca del Penedés,Ursula SIRET,"Discovery for us of a McDonald's restaurant that does not serve fries, or potatoes... replaced by salad or gazpacho, a first for us, especially for the boys (teenagers) who wanted fries ",4,90,https://www.google.com/maps/contrib/115949810081783734216/reviews?hl=en
100,McDonald's Vilafranca del Penedés,"Inma ""Nina"" Olaya",Servicio super rapido aun habiendo mucha gente a la hora de comer. La comida bien preparada y caliente.,5,90,https://www.google.com/maps/contrib/110782651025223308309/reviews?hl=en
101,McDonald's Vilafranca del Penedés,Roger Alas Benach,No Review,3,90,https://www.google.com/maps/contrib/108478796244396204039/reviews?hl=en
102,McDonald's Vilafranca del Penedés,ro ma,Pedi dos tostadas de tomate y hay solo estaban las pepitas del tomate... Pregunte a la encargada y me dijo que era lo que era... El cafe normal pero lo del tomate vergonzoso,1,90,https://www.google.com/maps/contrib/108127605523066082260/reviews?hl=en
103,McDonald's Vilafranca del Penedés,Jorge Mendez,"Muy bien, como todos los McDonald's y lo que esperes de ellos.",5,90,https://www.google.com/maps/contrib/112266926849619643862/reviews?hl=en
104,McDonald's Vilafranca del Penedés,Julio Cesar Fernandez Bello,"Hacia anos que no pisaba un Mac Donald ,pero he de reconocer que me gusta ,y ahora que tienen cafe decente y tartas mejor  ...",5,90,https://www.google.com/maps/contrib/112391927805933827187/reviews?hl=en
105,McDonald's Vilafranca del Penedés,Oksana Zhukova,No Review,5,90,https://www.google.com/maps/contrib/100544715885422863192/reviews?hl=en
106,McDonald's Vilafranca del Penedés,Joan Vico,No Review,4,90,https://www.google.com/maps/contrib/102986960915762684660/reviews?hl=en
107,McDonald's Vilafranca del Penedés,Carlos Dejea,Muy buen trato por parte del trabajador Eliseo. Sorprende encontrar a gente asi de amable en este sector. Muchas gracias!!!!,5,90,https://www.google.com/maps/contrib/100692832958860278793/reviews?hl=en
108,McDonald's Vilafranca del Penedés,Pol Carrasco,Eliseo muy buen trabajador nos ha atendido muy bien y amable,5,90,https://www.google.com/maps/contrib/104073525493529085430/reviews?hl=en
109,McDonald's Vilafranca del Penedés,Dani Teixeira,No Review,5,90,https://www.google.com/maps/contrib/103462529243116587625/reviews?hl=en
110,McDonald's Vilafranca del Penedés,Stefan Hadorn,"As usual, however, there are other branches that are less good",4,90,https://www.google.com/maps/contrib/101343414156850756757/reviews?hl=en
111,McDonald's Vilafranca del Penedés,Aydin Aydin,No Review,5,90,https://www.google.com/maps/contrib/113158155972722180458/reviews?hl=en
112,McDonald's Vilafranca del Penedés,Carlos Alfonseda,No Review,3,90,https://www.google.com/maps/contrib/113464174880146135814/reviews?hl=en
113,McDonald's Vilafranca del Penedés,Jaume Tort,No Review,4,90,https://www.google.com/maps/contrib/104169640258916277026/reviews?hl=en
114,McDonald's Vilafranca del Penedés,Gian Franco Trivisonno,No Review,4,90,https://www.google.com/maps/contrib/109570417370854478583/reviews?hl=en
115,McDonald's Vilafranca del Penedés,Antonella Rodriguez,"Fatal. Siempre se equivocan con los pedidos, ayer tenia prisa no podia hacerme la comida y pase a recoger algo. Tenia que ir a casa comer, ducharme y salir corriendo y mi sorpresa cuando abro la bolsa.. solo me habian puesto las patatas total que al final tube que hacerme algo.. y son todas unas bordes empezando por el gordito gerente que hay. Da asco",1,90,https://www.google.com/maps/contrib/104962800989282450958/reviews?hl=en
116,McDonald's Vilafranca del Penedés,Andriuxa Ciugaiev,No Review,4,90,https://www.google.com/maps/contrib/106594974636872640694/reviews?hl=en
117,McDonald's Vilafranca del Penedés,Maria Eugenia Pons,Atencion estupenda,5,90,https://www.google.com/maps/contrib/105429217222217598915/reviews?hl=en
118,McDonald's Vilafranca del Penedés,sergi areu,No Review,3,90,https://www.google.com/maps/contrib/115636864769844170831/reviews?hl=en
119,McDonald's Vilafranca del Penedés,Christine Senger asri,No Review,5,90,https://www.google.com/maps/contrib/101989584014023573010/reviews?hl=en
120,McDonald's Vilafranca del Penedés,agnes sole,No Review,5,90,https://www.google.com/maps/contrib/106437651394087576840/reviews?hl=en
121,McDonald's Vilafranca del Penedés,MRC,No Review,3,90,https://www.google.com/maps/contrib/117467398288952179803/reviews?hl=en
122,McDonald's Vilafranca del Penedés,Xavier Berzal Roa,Restaurante franquicia de la marca. Dispone de parking exterior. Zona McAuto. Muy buena atencion por parte del personal.,4,90,https://www.google.com/maps/contrib/114655813384146102413/reviews?hl=en
123,McDonald's Vilafranca del Penedés,Eloy Lopez Lozano,No Review,5,90,https://www.google.com/maps/contrib/101195244205031291092/reviews?hl=en
124,McDonald's Vilafranca del Penedés,Antonio R. Cuerva Magan,No Review,4,90,https://www.google.com/maps/contrib/105254017058045949850/reviews?hl=en
125,McDonald's Vilafranca del Penedés,CESAR BLASCO,No Review,5,90,https://www.google.com/maps/contrib/110277371740455181849/reviews?hl=en
126,McDonald's Vilafranca del Penedés,Paula Ago,"Nos atendieron de mala manera, con mal trato porque en quince minutos cerraban. La bebida estaba caliente.",1,90,https://www.google.com/maps/contrib/108646590238983749434/reviews?hl=en
127,McDonald's Vilafranca del Penedés,Sabrina Joly,No Review,4,90,https://www.google.com/maps/contrib/104792738246310281782/reviews?hl=en
128,McDonald's Vilafranca del Penedés,Cristian Netedu,No Review,5,90,https://www.google.com/maps/contrib/103814753806015925281/reviews?hl=en
129,McDonald's Vilafranca del Penedés,Frank van den Hout,Default mac,5,90,https://www.google.com/maps/contrib/100443096913353920012/reviews?hl=en
130,McDonald's Vilafranca del Penedés,Paula Ballester,No Review,4,90,https://www.google.com/maps/contrib/110596000770156055407/reviews?hl=en
131,McDonald's Vilafranca del Penedés,Jim Bennett,No Review,4,90,https://www.google.com/maps/contrib/105163179635002788584/reviews?hl=en
132,McDonald's Vilafranca del Penedés,Sandra CF,"We went at 00.30 with 6 small children to get something to eat and they told us that they closed earlier today, that they closed at 1 and that they wouldn't take care of us. I remember that there website says they close at 1.30. unpresentable",1,90,https://www.google.com/maps/contrib/112560753256811215521/reviews?hl=en
133,McDonald's Vilafranca del Penedés,Kebo P. Sole,No Review,5,90,https://www.google.com/maps/contrib/109416345306544788995/reviews?hl=en
134,McDonald's Vilafranca del Penedés,leopold clairouin,No tiene el commando,1,90,https://www.google.com/maps/contrib/109855204812396057831/reviews?hl=en
135,McDonald's Vilafranca del Penedés,J.R.R. R.R.,No Review,3,90,https://www.google.com/maps/contrib/108572860361245388043/reviews?hl=en
136,McDonald's Vilafranca del Penedés,Edgar C. Martin,No Review,4,90,https://www.google.com/maps/contrib/102792404245688461325/reviews?hl=en
137,McDonald's Vilafranca del Penedés,Jaume Camps,No Review,4,90,https://www.google.com/maps/contrib/105515993903562608059/reviews?hl=en
138,McDonald's Vilafranca del Penedés,Stefan Vetter,No Review,4,120,https://www.google.com/maps/contrib/114613878852645202523/reviews?hl=en
139,McDonald's Vilafranca del Penedés,Ruth L.S.,"Somos de fuera de vilafranca y hoy hemos ido a cenar hace como media hora...por mcauto y al llegar a casa sorpresa!!!! Nos faltaban cosas por las q he pagado no es la 1a vez q nos pasa y francamente te da la cena y lo peor es q venimos de fuera cn lo q,es complicado volver. La calidad en general ha bajado mucho una pena.",1,120,https://www.google.com/maps/contrib/104731127563084452422/reviews?hl=en
140,McDonald's Vilafranca del Penedés,Ximenha,A Mi hijo le gusta mucho,5,120,https://www.google.com/maps/contrib/105559293029893206222/reviews?hl=en
141,McDonald's Vilafranca del Penedés,Llorenc Requena,No Review,1,120,https://www.google.com/maps/contrib/117569039302441487849/reviews?hl=en
142,McDonald's Vilafranca del Penedés,Jordi Vega,No Review,4,120,https://www.google.com/maps/contrib/106750767863877599284/reviews?hl=en
143,McDonald's Vilafranca del Penedés,Bjorn Ridell,It's hard to rate Mcdo. Most are 3 just like this one. Only cleanliness will raise or lower the grades.,3,120,https://www.google.com/maps/contrib/108053339347198058353/reviews?hl=en
144,McDonald's Vilafranca del Penedés,Simon Lagnie,"They are fast, efficient and neat, which is the minimum you should ask for in these types of establishments.
So the food, correct.",4,120,https://www.google.com/maps/contrib/102461959478138727668/reviews?hl=en
145,McDonald's Vilafranca del Penedés,dani galve osete,poor,2,120,https://www.google.com/maps/contrib/109438643127958271879/reviews?hl=en
146,McDonald's Vilafranca del Penedés,TheBaldDevil,No Review,1,120,https://www.google.com/maps/contrib/111958837528149143478/reviews?hl=en
147,McDonald's Vilafranca del Penedés,Jose Sastre Alemany,No Review,1,120,https://www.google.com/maps/contrib/107739691807457881357/reviews?hl=en
148,McDonald's Vilafranca del Penedés,Jim Celis,"Posee auto Mac, fue muy util porque pasabamos de viaje, combo hamburguesa por 5 eu",5,120,https://www.google.com/maps/contrib/103639575707502660884/reviews?hl=en
149,McDonald's Vilafranca del Penedés,gemma diaz,No Review,3,120,https://www.google.com/maps/contrib/117262126541026796874/reviews?hl=en
150,McDonald's Vilafranca del Penedés,P. H.,Hacia mucho calor,3,120,https://www.google.com/maps/contrib/111463098809916941703/reviews?hl=en
151,McDonald's Vilafranca del Penedés,itziar de las heras,No Review,5,120,https://www.google.com/maps/contrib/105090935730949580174/reviews?hl=en
152,McDonald's Vilafranca del Penedés,Jorge Trujillo,"Por mas veces que les de otra oportunidad el 80% de veces se equivocan.
Para mi el peor McDonald's al que he ido y he ido a unos cuantos.",3,120,https://www.google.com/maps/contrib/104141343903562186571/reviews?hl=en
153,McDonald's Vilafranca del Penedés,montserrat calderon,No Review,4,120,https://www.google.com/maps/contrib/105297715734168474335/reviews?hl=en
154,McDonald's Vilafranca del Penedés,Oriol Llongarriu Ruiz (JOB314),"slow, slow, slow",1,120,https://www.google.com/maps/contrib/105157410374269089784/reviews?hl=en
155,McDonald's Vilafranca del Penedés,Andres Paredes,"Personal muy atento y amable, hamburguesas un poco lentas al hacerlas",3,120,https://www.google.com/maps/contrib/101635386917092831955/reviews?hl=en
156,McDonald's Vilafranca del Penedés,Miguel Angel Camuesco,No Review,5,120,https://www.google.com/maps/contrib/116884589835933850329/reviews?hl=en
157,McDonald's Vilafranca del Penedés,Gio Amane,Bueno sitio,5,120,https://www.google.com/maps/contrib/108711924445914400183/reviews?hl=en
158,McDonald's Vilafranca del Penedés,Joaquin Ruiz,No Review,4,120,https://www.google.com/maps/contrib/111021440629661962818/reviews?hl=en
159,McDonald's Vilafranca del Penedés,Leo Morsy Saleh,No Review,3,120,https://www.google.com/maps/contrib/108765680589523540563/reviews?hl=en
160,McDonald's Vilafranca del Penedés,aricaste aricaste,"Muy mal. Ojo con mcDonalds, ofrece unos precios en la app i quando usas la app en el restaurante te cobran mas pq dicen q cobran el plastico. En burguer king te cobran 100% lo q dice la app, con el plastico incluido. Si usas app recomiendo ir a otro sitio, mcdonalds no acaba de ser transparente en ese aspecto",1,120,https://www.google.com/maps/contrib/115583127842549040767/reviews?hl=en
